,isHomeTeam,X,Y,S,A,Orientation,Dir,Season,Quarter,Down,Distance,HomeScoreBeforePlay,VisitorScoreBeforePlay,IsPossTeamInLead,DefendersInTheBox,isPlayDirectionLeft,TimeSnapDiff,YardsToTouchdown,PlayerHeightInches,Age,Week,StadiumTypeCode,TurfCode,isFirstDown,Centers,Cornerbacks,DefensiveEnds,DefensiveTackles,LineBackers,NoseTackles,OffensiveGuards,Safeties,TightEnds
19942,1,68.82,25.99,5.92,1.08,229.23,216.15,2018,4,1,10,14,10,0,7,1,2.0,54,72,22,15,1,1,1,1,2,1,3,3,0,2,2,1
19943,1,48.19,26.09,4.31,4.25,263.05,276.28,2018,4,1,10,14,10,0,8,1,2.0,34,71,29,15,1,1,0,1,2,1,3,3,0,2,2,2
19944,1,45.8,27.63,6.7,0.92,305.86,325.05,2018,4,2,7,14,10,0,8,1,2.0,31,72,22,15,1,1,0,1,2,1,3,3,0,2,2,2
19945,0,40.73,21.9,5.15,3.03,131.92,136.05,2018,4,3,1,17,10,1,5,0,1.0,66,70,26,15,1,1,1,1,3,1,1,3,0,2,3,1
19946,1,90.93,29.37,4.87,1.78,334.55,324.1,2018,1,1,10,0,0,0,6,1,1.0,75,73,24,15,1,1,0,2,3,2,2,2,0,1,2,1
19947,1,93.06,25.55,3.76,5.22,289.36,322.19,2018,1,2,14,0,0,0,7,1,1.0,79,73,24,15,1,1,0,2,3,2,2,2,0,1,2,1
19948,0,43.28,24.46,4.77,4.41,129.24,173.54,2018,1,2,8,0,0,0,7,0,1.0,61,70,24,15,1,1,0,1,3,0,3,3,0,2,2,2
19949,0,46.94,22.0,3.5,4.65,83.71,37.06,2018,1,3,4,0,0,0,5,0,1.0,57,66,35,15,1,1,1,1,3,0,2,3,0,2,3,1
19950,0,64.39,30.94,2.94,2.92,84.43,125.48,2018,1,2,10,0,0,0,7,0,2.0,40,74,22,15,1,1,0,1,3,1,2,3,0,2,2,1
19951,1,94.22,29.46,4.44,2.89,282.73,263.87,2018,1,1,10,0,3,1,7,1,2.0,80,73,24,15,1,1,0,2,3,2,2,2,0,1,2,1
19952,1,89.52,24.08,5.41,1.99,245.19,223.85,2018,1,2,4,0,3,1,7,1,1.0,74,73,24,15,1,1,0,2,3,2,2,2,0,1,2,1
19953,1,64.31,27.21,4.95,1.99,237.29,221.23,2018,1,1,10,0,3,1,7,1,1.0,49,73,24,15,1,1,0,2,3,2,2,2,0,1,2,1
19954,1,53.24,32.47,4.08,1.01,333.99,324.97,2018,1,1,10,0,3,1,7,1,2.0,38,73,24,15,1,1,0,2,3,2,2,2,0,1,2,1
19955,1,19.62,27.53,5.2,3.0,241.53,226.2,2018,1,2,1,0,3,1,7,1,1.0,5,73,24,15,1,1,1,2,3,2,2,2,0,1,2,1
19956,0,29.46,22.73,3.02,3.52,70.66,41.36,2018,1,1,10,7,3,1,6,0,1.0,75,74,22,15,1,1,0,1,3,0,3,3,0,2,2,2
19957,0,32.67,23.38,4.63,2.9,157.87,166.99,2018,1,2,6,7,3,1,7,0,1.0,71,74,22,15,1,1,0,1,3,0,3,3,0,2,2,2
19958,0,58.45,30.55,4.01,5.57,256.51,210.55,2018,2,2,8,7,3,1,6,1,1.0,43,70,24,15,1,1,0,1,3,1,2,3,0,2,2,2
19959,0,36.11,24.98,3.1,4.55,253.29,223.13,2018,2,1,10,7,3,1,5,1,1.0,21,66,35,15,1,1,0,1,3,1,2,3,0,2,2,1
19960,0,66.26,30.49,3.92,2.48,245.88,230.44,2018,2,3,3,7,6,1,6,1,1.0,51,74,22,15,1,1,0,1,3,0,3,3,0,2,2,1
19961,0,64.11,30.03,3.7,1.96,271.6,220.39,2018,2,4,1,7,6,1,6,1,2.0,49,74,22,15,1,1,0,1,3,0,3,3,0,2,2,1
19962,1,53.44,31.96,5.71,2.52,64.63,46.55,2018,2,1,10,7,6,0,7,0,2.0,51,73,24,15,1,1,1,2,3,2,2,2,0,1,2,1
19963,1,74.67,31.96,4.68,0.83,71.79,45.9,2018,2,1,10,7,6,0,7,0,1.0,30,73,24,15,1,1,0,2,3,2,2,2,0,1,2,1
19964,1,84.33,26.38,5.69,2.4,40.93,41.45,2018,2,2,1,7,6,0,7,0,1.0,21,73,23,15,1,1,0,2,3,2,2,2,0,1,2,1
19965,1,78.51,33.87,5.98,2.13,66.18,10.53,2018,2,1,20,7,6,0,6,0,1.0,24,73,24,15,1,1,0,2,3,2,2,2,0,1,2,1
19966,0,90.1,30.26,3.84,2.47,259.27,225.33,2018,2,1,10,10,6,1,6,1,1.0,75,74,22,15,1,1,0,1,3,0,3,3,0,2,2,2
19967,0,82.22,26.84,3.19,2.79,266.48,222.78,2018,2,2,2,10,6,1,6,1,1.0,67,74,22,15,1,1,0,1,3,0,3,3,0,2,2,2
19968,0,79.99,31.5,4.46,3.07,289.51,299.96,2018,2,1,10,10,6,1,7,1,1.0,65,74,22,15,1,1,0,1,3,0,3,3,0,2,2,2
19969,0,77.13,30.52,3.36,2.97,268.29,230.54,2018,2,2,7,10,6,1,5,1,1.0,62,74,22,15,1,1,0,1,3,0,3,3,0,2,2,2
19970,0,20.7,22.43,3.32,3.11,264.18,309.39,2018,2,1,6,10,6,1,7,1,1.0,6,74,22,15,1,1,1,1,3,0,3,3,0,2,2,2
19971,0,19.09,23.22,3.99,2.38,97.2,89.23,2018,3,1,20,13,13,0,7,0,1.0,85,74,22,15,1,1,0,1,3,0,3,3,0,2,2,2
19972,1,110.8,27.12,4.39,2.25,212.65,213.79,2018,3,1,10,13,13,0,7,1,2.0,95,73,24,15,1,1,0,2,3,2,2,2,0,1,2,1
19973,0,95.66,23.11,3.94,3.71,78.68,35.9,2018,3,1,9,13,13,0,7,0,1.0,9,70,24,15,1,1,1,1,3,1,2,3,0,2,2,2
19974,1,106.24,25.54,5.58,1.93,236.27,176.95,2018,3,1,10,13,20,1,7,1,2.0,88,70,22,15,1,1,0,2,3,2,2,2,0,1,2,1
19975,0,43.42,25.74,5.01,2.78,72.43,61.64,2018,3,1,10,13,20,0,6,0,2.0,61,74,22,15,1,1,0,1,3,0,3,3,0,2,2,2
19976,0,43.94,30.16,4.13,2.29,106.16,137.72,2018,3,2,10,13,20,0,6,0,1.0,61,70,24,15,1,1,1,1,3,0,3,3,0,2,2,2
19977,0,54.85,24.23,3.94,2.41,102.07,130.92,2018,3,1,10,13,20,0,6,0,2.0,50,70,24,15,1,1,0,1,3,0,3,3,0,2,2,2
19978,0,64.98,23.93,4.25,3.33,63.98,64.74,2018,3,1,10,13,20,0,7,0,1.0,39,70,24,15,1,1,1,1,3,1,2,3,0,2,2,2
19979,0,101.31,30.27,4.32,2.88,94.98,123.48,2018,3,2,2,13,23,0,7,0,1.0,4,70,24,15,1,1,1,1,3,0,3,3,0,2,2,2
19980,1,89.71,24.75,3.34,3.02,287.86,232.88,2018,3,2,10,13,30,1,5,1,2.0,75,70,22,15,1,1,0,2,3,2,2,2,0,1,2,1
19981,0,36.05,29.96,4.29,1.94,256.67,216.1,2018,4,2,1,13,30,0,7,1,1.0,21,70,24,15,1,1,1,1,3,0,3,3,0,2,2,2
19982,0,96.45,25.83,4.05,2.42,226.85,215.86,2018,4,1,10,16,30,0,7,1,2.0,81,70,24,15,1,1,0,1,3,0,3,3,0,2,2,2
19983,0,81.78,22.47,3.99,2.23,315.42,319.43,2018,4,3,8,16,30,0,5,1,1.0,67,66,35,15,1,1,0,1,3,0,2,3,0,2,3,1
19984,1,104.94,28.86,5.72,2.01,64.46,43.24,2018,4,2,1,16,30,1,8,0,2.0,1,73,24,15,1,1,1,2,3,2,2,2,0,1,2,1
19985,0,98.41,22.87,4.17,2.53,305.2,318.26,2018,4,1,10,23,30,0,7,1,1.0,83,70,24,15,1,1,0,1,3,0,3,3,0,2,2,2
19986,0,51.7,28.09,4.8,3.23,268.37,240.99,2018,4,1,10,23,30,0,6,1,2.0,36,74,22,15,1,1,0,1,3,0,3,3,0,2,2,2
19987,0,47.7,29.87,3.63,2.57,289.71,292.56,2018,4,2,6,23,30,0,8,1,2.0,32,74,22,15,1,1,0,1,3,0,3,3,0,2,2,2
19988,0,50.22,28.81,3.78,2.1,263.87,291.78,2018,4,3,10,23,30,0,8,1,1.0,36,74,22,15,1,1,0,1,3,0,3,3,0,2,2,2
19989,1,29.56,24.69,5.36,2.35,135.43,131.82,2018,1,1,10,0,0,0,7,0,2.0,75,71,22,15,1,1,0,1,3,2,2,2,0,2,2,1
19990,1,41.7,28.93,4.41,2.68,83.88,57.42,2018,1,2,10,0,0,0,7,0,1.0,63,71,22,15,1,1,0,1,3,2,2,2,0,2,2,1
19991,1,51.09,27.8,4.23,3.15,126.91,118.47,2018,1,3,1,0,0,0,9,0,1.0,54,71,22,15,1,1,1,1,2,2,2,2,0,2,3,2
19992,1,53.69,23.32,5.12,2.54,137.1,116.85,2018,1,1,10,0,0,0,7,0,1.0,51,71,22,15,1,1,0,1,2,2,2,2,0,2,3,2
19993,0,101.38,22.27,4.92,2.92,305.83,254.59,2018,1,1,10,0,0,0,8,1,1.0,86,69,29,15,1,1,0,1,2,2,1,3,1,1,2,1
19994,0,75.38,24.58,4.82,2.99,282.03,293.46,2018,1,1,10,0,0,0,8,1,1.0,60,70,23,15,1,1,0,1,2,2,1,3,1,1,2,2
19995,1,47.4,30.27,4.51,1.91,72.3,86.29,2018,1,1,10,0,0,0,8,0,1.0,58,71,22,15,1,1,0,1,2,2,2,3,0,2,2,2
19996,0,65.73,30.77,3.56,2.74,233.96,215.24,2018,1,1,10,7,0,1,6,1,1.0,51,69,29,15,1,1,1,2,3,2,1,2,1,1,2,0
19997,0,43.92,31.92,5.13,2.85,301.66,311.18,2018,1,2,10,7,0,1,7,1,2.0,29,70,23,15,1,1,0,1,3,2,1,2,1,1,2,1
19998,1,29.4,31.41,4.58,3.69,91.04,74.18,2018,1,1,10,7,3,0,7,0,1.0,75,71,22,15,1,1,0,1,2,2,2,2,0,2,3,2
19999,1,33.14,25.52,5.36,3.34,81.83,63.14,2018,1,2,6,7,3,0,7,0,2.0,71,71,22,15,1,1,0,1,3,2,2,2,0,2,2,1
20000,0,61.77,32.59,5.82,1.84,306.18,311.99,2018,1,1,10,7,3,1,8,1,1.0,47,69,29,15,1,1,0,1,2,2,1,3,1,1,2,2
20001,0,67.92,29.79,4.57,2.57,136.34,123.13,2018,2,3,1,7,3,1,7,0,1.0,38,70,23,15,1,1,1,1,3,2,1,2,1,1,2,1
20002,0,82.73,23.54,3.89,2.67,106.81,97.11,2018,2,1,10,7,3,1,7,0,1.0,23,69,29,15,1,1,0,1,3,2,1,2,1,1,2,1
20003,0,91.59,29.95,4.18,3.2,77.61,69.41,2018,2,1,10,7,3,1,8,0,1.0,13,70,23,15,1,1,0,2,2,2,2,3,0,1,2,1
20004,1,84.26,28.74,4.43,1.31,280.5,310.17,2018,2,2,5,7,6,0,6,1,1.0,70,71,22,15,1,1,0,1,3,2,2,2,0,2,2,1
20005,1,78.28,28.8,4.78,2.02,304.84,308.96,2018,2,1,10,7,6,0,7,1,2.0,63,71,22,15,1,1,0,1,3,2,2,2,0,2,2,1
20006,0,27.74,26.98,3.7,2.96,108.67,134.93,2018,2,1,10,7,6,1,8,0,1.0,77,69,29,15,1,1,0,1,2,2,0,3,2,1,2,1
20007,0,34.78,29.4,4.62,3.26,88.91,92.48,2018,2,2,3,7,6,1,8,0,1.0,70,70,23,15,1,1,1,1,2,2,0,3,2,1,2,1
20008,0,48.51,30.39,4.42,3.35,118.94,145.7,2018,2,2,1,7,6,1,6,0,2.0,56,69,29,15,1,1,1,1,2,2,0,3,2,1,2,1
20009,1,48.59,25.57,4.6,2.39,284.23,306.92,2018,2,2,2,7,6,0,6,1,1.0,34,71,22,15,1,1,1,1,3,2,2,2,0,2,2,1
20010,0,29.5,30.57,3.78,3.82,129.56,134.77,2018,3,1,10,7,6,1,6,0,2.0,75,70,23,15,1,1,0,1,3,2,1,2,1,1,2,1
20011,0,43.8,27.4,4.09,2.98,119.25,148.72,2018,3,1,10,7,6,1,7,0,1.0,61,69,29,15,1,1,0,1,2,2,1,3,1,1,2,2
20012,1,98.4,22.21,4.62,2.51,305.47,313.66,2018,3,1,10,7,6,0,6,1,1.0,83,71,22,15,1,1,0,1,3,2,2,2,0,2,2,1
20013,0,24.08,22.68,3.29,2.45,77.1,46.28,2018,3,1,15,7,6,1,6,0,2.0,81,70,23,15,1,1,0,2,2,2,1,3,1,1,2,0
20014,1,87.83,24.5,4.76,3.21,277.76,240.98,2018,3,1,10,7,6,0,7,1,1.0,73,71,22,15,1,1,0,1,2,2,2,2,0,2,3,2
20015,1,74.31,27.23,5.04,1.65,246.11,237.63,2018,3,1,10,7,6,0,8,1,1.0,60,71,22,15,1,1,0,1,2,2,2,3,0,2,2,2
20016,0,28.96,26.33,5.42,2.06,118.71,130.98,2018,3,2,1,7,6,1,6,0,2.0,75,69,29,15,1,1,1,1,2,2,1,3,1,1,2,2
20017,0,49.22,25.69,6.22,2.36,147.89,178.09,2018,3,1,10,7,6,1,7,0,1.0,53,70,23,15,1,1,0,1,2,2,1,3,1,1,2,1
20018,0,38.29,23.74,5.43,4.4,286.47,286.49,2018,4,1,10,7,6,1,7,1,1.0,23,69,29,15,1,1,0,2,2,2,1,3,1,1,2,1
20019,0,31.89,30.65,5.33,3.79,274.89,299.32,2018,4,2,3,7,6,1,7,1,1.0,16,70,23,15,1,1,1,1,3,2,1,2,1,1,2,1
20020,1,52.55,28.97,4.2,1.86,114.4,98.62,2018,4,1,10,9,12,1,7,0,2.0,52,71,22,15,1,1,0,1,3,2,2,2,0,2,2,1
20021,0,84.62,23.2,4.23,2.84,281.32,324.74,2018,4,1,15,9,12,0,6,1,1.0,70,69,29,15,1,1,0,2,3,2,1,2,1,1,2,1
20022,0,54.36,26.08,5.04,1.33,289.52,316.81,2018,4,1,10,9,12,0,7,1,1.0,39,70,23,15,1,1,1,2,3,2,1,2,1,1,2,1
20023,0,37.45,26.83,5.78,1.74,292.5,314.63,2018,4,1,10,9,12,0,7,1,1.0,23,69,29,15,1,1,0,2,2,2,1,3,1,1,2,2
20024,0,37.67,29.08,3.76,4.27,297.94,285.11,2018,4,2,9,9,12,0,9,1,2.0,22,70,23,15,1,1,0,2,2,2,1,3,1,1,2,2
20025,0,29.22,26.13,6.19,4.18,227.95,185.92,2018,4,4,1,9,12,0,8,1,1.0,14,70,23,15,1,1,1,2,2,2,1,3,1,1,2,2
20026,0,25.22,25.08,5.27,2.77,269.84,293.31,2018,4,1,10,9,12,0,8,1,1.0,11,69,29,15,1,1,0,2,2,2,1,3,1,1,2,1
20027,0,22.01,29.57,5.09,3.19,264.4,267.93,2018,4,2,7,9,12,0,8,1,1.0,8,70,23,15,1,1,0,2,2,2,1,3,1,1,2,1
20028,0,32.76,25.46,2.06,3.53,120.74,162.8,2018,1,1,10,0,0,0,6,0,1.0,72,73,33,16,1,1,0,2,3,1,1,4,0,1,2,1
20029,0,64.91,29.53,1.77,4.8,89.51,122.5,2018,1,1,10,0,0,0,6,0,1.0,38,68,28,16,1,1,0,2,3,1,1,4,0,1,2,1
20030,1,69.4,32.87,6.02,2.24,322.16,324.98,2018,1,1,10,0,3,1,9,1,1.0,54,75,24,16,1,1,0,1,1,2,0,4,1,2,3,3
20031,1,64.55,26.51,5.47,1.11,230.78,217.19,2018,1,2,5,0,3,1,7,1,1.0,49,75,24,16,1,1,1,1,3,1,0,4,1,2,2,1
20032,1,41.48,20.91,0.92,2.94,232.75,242.37,2018,1,2,10,0,3,1,6,1,1.0,26,68,28,16,1,1,0,1,3,2,0,4,0,2,2,1
20033,1,21.83,31.05,4.86,3.56,292.48,273.67,2018,1,2,2,0,3,1,10,1,2.0,7,75,24,16,1,1,1,1,1,2,0,4,1,2,3,3
20034,1,15.85,24.08,3.91,1.31,289.98,267.53,2018,1,2,1,0,3,1,10,1,1.0,1,75,24,16,1,1,1,1,1,2,0,4,2,3,2,3
20035,0,29.86,23.21,6.1,1.81,130.07,145.52,2018,1,1,10,6,3,1,6,0,2.0,75,73,33,16,1,1,0,2,3,1,1,4,0,1,2,1
20036,0,31.96,23.6,3.86,2.04,78.2,62.59,2018,1,2,9,6,3,1,6,0,2.0,74,73,33,16,1,1,0,2,3,1,1,4,0,1,2,1
20037,0,40.5,23.3,4.98,1.56,98.84,97.45,2018,1,3,1,6,3,1,9,0,2.0,66,73,33,16,1,1,0,3,1,1,2,5,1,0,2,2
20038,1,82.1,21.73,5.11,2.2,259.58,244.09,2018,1,2,7,6,3,0,8,1,2.0,67,68,28,16,1,1,0,1,1,1,1,4,1,2,3,3
20039,1,64.97,31.01,4.7,3.04,277.54,281.63,2018,1,1,10,6,3,0,6,1,1.0,50,75,24,16,1,1,0,1,3,1,0,4,1,2,2,1
20040,0,12.67,22.86,5.06,3.42,113.9,88.63,2018,1,1,10,6,3,1,7,0,2.0,93,73,33,16,1,1,0,3,3,0,0,4,2,0,2,1
20041,0,77.87,25.16,4.62,1.12,279.33,293.07,2018,2,1,10,6,3,1,8,1,1.0,63,73,33,16,1,1,0,3,2,1,1,4,1,0,2,2
20042,0,76.46,32.02,5.74,1.47,309.05,331.36,2018,2,2,8,6,3,1,6,1,1.0,61,73,33,16,1,1,1,3,3,1,1,4,0,0,2,1
20043,0,68.57,33.52,5.93,1.95,305.06,330.7,2018,2,1,10,6,3,1,6,1,2.0,53,68,28,16,1,1,0,3,3,1,1,4,0,0,2,1
20044,0,57.41,27.81,5.09,0.37,274.53,282.93,2018,2,1,10,6,3,1,8,1,2.0,43,73,33,16,1,1,0,3,2,1,1,4,1,0,2,2
20045,0,52.63,30.45,4.62,3.33,272.27,258.95,2018,2,2,5,6,3,1,7,1,1.0,38,73,33,16,1,1,0,3,3,1,1,4,0,0,2,1
20046,0,47.56,29.03,4.25,2.86,278.61,298.6,2018,2,3,1,6,3,1,7,1,1.0,34,73,33,16,1,1,1,3,3,0,0,4,2,0,2,1
20047,0,25.69,28.36,4.65,2.53,270.26,260.85,2018,2,1,10,6,3,1,7,1,2.0,11,73,33,16,1,1,0,3,3,0,0,4,2,0,2,1
20048,1,27.92,29.51,5.23,2.52,71.62,18.67,2018,2,1,10,6,10,1,8,0,1.0,75,75,24,16,1,1,0,1,2,2,0,4,1,2,2,2
20049,1,88.47,28.2,5.19,2.64,107.62,114.07,2018,2,2,1,6,10,1,7,0,1.0,17,68,28,16,1,1,1,1,3,1,0,4,1,2,2,1
20050,1,74.72,30.11,4.6,2.4,269.24,265.68,2018,3,1,10,9,10,1,6,1,2.0,60,75,24,16,1,1,0,1,3,1,0,4,1,2,2,1
20051,1,70.49,22.54,4.48,0.46,268.81,252.66,2018,3,2,5,9,10,1,8,1,1.0,55,75,24,16,1,1,0,1,1,2,0,4,1,2,3,3
20052,0,12.98,22.87,5.35,2.7,90.02,88.87,2018,3,1,10,9,10,0,7,0,1.0,93,73,33,16,1,1,0,3,3,1,1,4,0,0,2,1
20053,1,66.18,26.29,5.96,2.86,323.85,321.74,2018,3,2,10,9,10,1,6,1,1.0,51,75,24,16,1,1,0,1,3,1,1,4,0,2,2,1
20054,0,20.08,22.5,5.98,1.85,112.58,101.14,2018,3,1,10,9,10,0,8,0,2.0,86,73,33,16,1,1,0,3,2,1,1,4,1,0,2,2
20055,0,32.28,28.04,5.66,0.83,97.36,111.42,2018,3,1,10,9,10,0,6,0,2.0,74,73,33,16,1,1,0,3,3,1,1,4,0,0,2,1
20056,0,40.39,29.02,5.0,5.03,102.23,135.14,2018,3,1,10,9,10,0,7,0,1.0,64,73,33,16,1,1,0,3,2,1,1,4,1,0,2,2
20057,0,66.37,30.87,3.71,2.79,140.05,129.28,2018,3,1,10,9,10,0,7,0,1.0,40,68,28,16,1,1,1,3,3,1,0,4,1,0,2,1
20058,1,90.25,22.45,4.42,1.71,260.02,245.08,2018,3,1,10,9,13,1,8,1,1.0,75,75,24,16,1,1,0,1,1,2,0,4,1,2,3,3
20059,1,67.59,26.24,4.01,2.38,261.83,248.86,2018,3,1,10,9,13,1,7,1,2.0,52,75,24,16,1,1,1,1,2,2,0,4,1,2,2,2
20060,1,54.41,25.78,5.18,3.43,274.28,261.29,2018,3,1,10,9,13,1,8,1,1.0,40,75,24,16,1,1,0,1,2,2,0,4,1,2,2,2
20061,1,51.12,29.53,5.01,1.94,246.28,221.86,2018,3,2,7,9,13,1,7,1,1.0,37,75,24,16,1,1,0,1,3,1,0,4,1,2,2,1
20062,0,89.65,28.37,5.5,3.14,278.52,273.87,2018,4,1,10,12,13,0,6,1,2.0,75,73,33,16,1,1,0,2,3,1,1,4,0,1,2,1
20063,0,84.93,24.9,5.03,3.11,275.79,274.21,2018,4,2,5,12,13,0,8,1,1.0,70,73,33,16,1,1,1,2,2,1,1,4,1,1,2,2
20064,0,71.26,24.83,5.45,2.36,271.27,273.35,2018,4,1,10,12,13,0,7,1,1.0,57,73,33,16,1,1,0,2,3,1,1,4,0,1,2,1
20065,0,67.33,24.67,5.21,2.31,274.65,285.51,2018,4,2,5,12,13,0,6,1,1.0,52,73,33,16,1,1,0,2,3,1,1,4,0,1,2,1
20066,0,46.89,24.78,5.16,2.1,279.33,282.47,2018,4,1,10,12,13,0,7,1,1.0,32,73,33,16,1,1,0,2,2,1,1,4,1,1,2,2
20067,0,41.53,25.1,5.24,3.01,271.38,273.62,2018,4,2,4,12,13,0,7,1,1.0,26,73,33,16,1,1,0,2,3,1,1,4,0,1,2,1
20068,0,34.15,32.0,5.55,0.55,273.64,300.16,2018,4,1,10,12,13,0,8,1,1.0,19,73,33,16,1,1,0,2,2,1,1,4,1,1,2,2
20069,1,64.98,27.79,5.97,1.16,57.34,33.11,2018,4,1,10,12,16,1,8,0,1.0,40,75,24,16,1,1,0,1,1,2,0,4,1,2,3,3
20070,1,72.82,33.1,7.25,1.97,58.53,36.82,2018,4,1,10,12,16,1,9,0,1.0,32,75,24,16,1,1,0,1,1,2,0,4,1,2,3,3
20071,1,79.67,29.33,5.24,1.99,97.94,97.77,2018,4,2,3,12,16,1,8,0,2.0,25,75,24,16,1,1,1,1,1,2,0,4,1,2,3,3
20072,1,84.93,27.45,5.6,2.06,120.06,140.42,2018,4,1,10,12,16,1,7,0,1.0,20,75,24,16,1,1,1,1,2,2,0,4,1,2,2,2
20073,0,90.45,28.28,4.88,3.91,278.65,275.48,2018,4,1,10,19,16,1,7,1,1.0,75,73,33,16,1,1,0,2,3,1,1,4,0,1,2,1
20074,0,85.86,25.78,5.19,2.96,265.03,295.64,2018,4,2,5,19,16,1,6,1,1.0,70,73,33,16,1,1,0,2,3,1,0,4,1,1,2,1
20075,0,80.74,24.77,4.31,3.03,270.06,269.5,2018,4,3,1,19,16,1,7,1,2.0,66,73,33,16,1,1,1,2,3,1,0,4,1,1,2,1
20076,0,65.77,30.99,3.87,3.06,263.48,218.81,2018,4,1,10,19,16,1,7,1,1.0,51,68,28,16,1,1,0,2,3,1,0,4,1,1,2,1
20077,1,33.18,27.17,6.0,2.32,40.59,33.85,2018,4,1,10,19,16,0,9,0,2.0,72,75,24,16,1,1,0,1,1,2,0,4,1,2,3,3
20078,1,35.87,31.37,4.17,4.29,83.15,88.53,2018,4,2,7,19,16,0,9,0,2.0,69,75,24,16,1,1,0,1,1,2,0,4,1,2,3,3
20079,1,35.33,23.92,4.97,2.91,110.14,107.05,2018,4,3,8,19,16,0,8,0,1.0,70,75,24,16,1,1,0,1,1,2,0,4,1,2,3,3
20080,0,53.09,29.07,4.18,2.5,103.36,112.34,2018,1,1,10,0,0,0,6,0,2.0,52,73,23,16,1,1,1,1,3,2,1,1,1,2,3,1
20081,0,96.15,29.14,4.06,2.21,105.19,108.03,2018,1,1,9,0,0,0,6,0,1.0,9,70,24,16,1,1,0,1,3,2,1,1,1,2,3,1
20082,1,88.97,25.22,5.48,3.98,263.72,259.95,2018,1,1,10,0,3,1,6,1,1.0,75,73,25,16,1,1,0,1,3,1,1,4,0,2,2,1
20083,0,61.0,23.47,4.06,3.5,41.76,64.03,2018,1,1,10,0,3,0,6,0,1.0,45,73,23,16,1,1,0,1,3,2,1,1,1,2,3,2
20084,1,70.7,31.29,4.77,3.81,249.05,266.29,2018,1,1,10,0,3,1,7,1,1.0,57,73,25,16,1,1,0,1,3,1,1,4,0,2,2,2
20085,0,21.4,22.93,4.42,3.66,116.56,132.34,2018,1,1,10,0,3,0,6,0,1.0,83,70,24,16,1,1,0,1,3,2,1,1,1,2,3,2
20086,0,26.42,22.1,4.54,3.0,137.88,146.65,2018,1,2,5,0,3,0,6,0,1.0,78,70,24,16,1,1,0,1,3,2,1,1,1,2,3,1
20087,0,57.15,25.14,5.08,3.87,40.06,157.32,2018,1,1,10,0,3,0,7,0,1.0,48,73,23,16,1,1,0,2,2,2,1,3,1,2,2,2
20088,0,18.67,24.57,4.22,3.33,265.04,242.54,2018,2,2,5,0,3,0,6,1,1.0,5,73,23,16,1,1,0,2,3,2,1,1,1,1,3,1
20089,0,18.25,26.45,4.69,2.09,300.75,333.1,2018,2,3,4,0,3,0,6,1,1.0,4,70,24,16,1,1,0,2,3,2,1,1,1,1,3,1
20090,1,9.4,31.76,4.27,0.36,89.29,69.92,2018,2,1,10,0,3,1,8,0,1.0,97,73,25,16,1,1,0,1,2,1,2,4,0,2,2,2
20091,1,30.35,26.69,2.13,4.29,34.94,41.39,2018,2,1,10,0,3,1,7,0,1.0,75,73,25,16,1,1,0,1,3,1,1,4,0,2,2,2
20092,1,30.85,24.68,6.29,1.66,128.25,165.97,2018,2,2,7,0,3,1,7,0,2.0,72,73,25,16,1,1,0,1,2,1,2,4,0,2,2,2
20093,0,62.77,30.26,4.24,3.51,308.55,275.21,2018,2,1,10,0,3,0,6,1,1.0,48,73,23,16,1,1,0,1,3,2,1,1,1,2,3,1
20094,0,56.89,30.5,4.1,1.28,265.97,287.21,2018,2,2,4,0,3,0,6,1,1.0,42,73,23,16,1,1,0,1,3,2,1,1,1,2,3,1
20095,0,54.98,30.65,4.42,1.81,271.76,292.7,2018,2,3,2,0,3,0,7,1,1.0,40,73,23,16,1,1,0,2,2,2,1,3,1,2,2,2
20096,0,52.49,31.29,4.25,2.39,316.45,311.47,2018,2,1,10,0,3,0,7,1,1.0,37,70,24,16,1,1,0,2,2,2,1,3,1,2,2,2
20097,0,53.61,30.75,4.05,2.12,307.67,295.6,2018,2,3,12,0,3,0,6,1,1.0,39,70,24,16,1,1,1,1,3,3,0,2,0,2,3,1
20098,0,35.11,30.84,3.67,2.26,303.53,301.62,2018,2,1,10,0,3,0,7,1,1.0,20,73,23,16,1,1,0,2,2,2,1,3,1,2,2,2
20099,0,96.35,25.93,4.98,3.88,311.83,337.44,2018,3,1,10,3,6,0,6,1,1.0,80,70,24,16,1,1,0,1,3,2,1,1,1,2,3,1
20100,1,88.94,23.08,5.02,2.49,93.08,97.17,2018,3,1,10,3,6,1,6,0,1.0,17,73,25,16,1,1,1,1,3,1,1,4,0,2,2,1
20101,1,102.28,27.56,3.58,2.58,119.05,115.37,2018,3,1,4,3,6,1,6,0,1.0,4,73,25,16,1,1,0,1,3,1,1,4,0,2,2,1
20102,1,105.89,23.71,4.8,2.08,87.66,88.76,2018,3,2,1,3,6,1,8,0,2.0,1,73,25,16,1,1,1,1,3,1,1,4,0,2,2,2
20103,1,42.86,28.17,5.29,1.63,128.64,112.36,2018,3,1,10,10,13,1,6,0,2.0,63,73,25,16,1,1,0,1,3,0,2,4,0,2,2,1
20104,0,76.82,29.72,4.02,3.23,267.11,291.34,2018,3,2,3,10,13,0,6,1,2.0,61,73,23,16,1,1,0,1,3,2,1,1,1,2,3,2
20105,0,55.29,23.26,4.32,2.9,233.25,251.67,2018,3,1,10,10,13,0,6,1,1.0,40,73,23,16,1,1,0,1,3,2,1,1,1,2,3,2
