,LineBackers,A,isHomeTeam,Distance,PlayerHeightInches,TimeSnapDiff,S,TightEnds,YardsToTouchdown,Season,TurfCode,Safeties,StadiumTypeCode,Age,IsPossTeamInLead,NoseTackles,isPlayDirectionLeft,Centers,Cornerbacks,DefensiveEnds,OffensiveGuards,HomeScoreBeforePlay,Y,Down,DefensiveTackles,isFirstDown,Quarter,DefendersInTheBox
11035,2,2.81,1,1,72,1.0,3.48,2,1,2018,1,2,1,25,1,0,1,1,3,2,2,3,24.43,2,2,1,3,8
19775,2,2.75,0,10,71,1.0,6.06,1,63,2018,2,2,2,28,1,0,0,2,3,2,1,21,19.21,1,2,1,1,7
8086,4,1.91,1,5,73,2.0,3.68,2,75,2017,1,2,1,24,0,0,1,1,2,1,2,19,27.6,2,2,1,4,7
20939,2,3.69,0,3,71,1.0,4.37,1,34,2018,2,2,3,22,0,0,1,2,3,2,1,0,22.64,3,2,1,1,7
26526,3,2.17,0,1,73,2.0,4.26,3,83,2019,1,0,1,27,1,0,0,1,6,1,2,26,25.15,4,1,1,4,5
18959,1,3.14,0,1,73,1.0,4.64,1,5,2018,1,2,1,23,1,0,0,1,3,3,2,7,28.95,2,2,1,2,8
24740,2,3.38,0,10,73,1.0,3.88,1,53,2019,1,1,1,34,0,0,1,1,4,2,1,0,28.96,2,2,1,2,7
12784,2,2.27,1,5,71,1.0,5.19,1,68,2018,2,2,1,24,0,0,1,1,3,3,3,0,23.66,2,1,1,1,7
26619,5,3.43,1,3,70,2.0,4.37,2,61,2019,1,1,1,21,0,0,1,0,3,1,2,0,22.6,2,1,1,1,8
14796,2,2.03,1,3,70,1.0,5.02,1,70,2018,1,2,1,24,0,0,1,2,3,2,1,10,21.32,2,2,1,3,7
9140,2,3.33,0,10,69,1.0,3.37,1,58,2017,1,2,1,23,1,0,1,1,3,2,2,10,25.37,2,2,1,2,6
20923,3,4.33,0,4,70,1.0,5.88,2,47,2018,2,2,1,24,1,0,1,2,2,1,2,28,26.06,2,3,1,3,8
11063,3,1.33,1,4,70,1.0,4.24,2,8,2018,1,2,1,24,0,0,1,1,2,2,3,26,24.47,2,2,1,3,8
3153,2,3.71,0,10,69,1.0,3.15,1,47,2017,2,2,2,22,1,0,1,1,4,3,3,31,27.87,2,0,1,4,5
20075,4,3.03,0,1,73,2.0,4.31,1,66,2018,1,2,1,33,1,1,1,2,3,1,1,19,24.77,3,0,1,4,7
1968,4,1.73,1,1,72,1.0,4.15,1,66,2017,3,2,1,24,0,1,1,1,3,0,4,0,20.44,3,1,1,1,7
11968,3,1.01,1,10,68,1.0,6.24,1,75,2018,1,2,1,27,0,0,1,1,3,2,3,17,23.18,1,1,1,4,7
16213,2,3.32,1,4,69,1.0,3.9,1,30,2018,2,3,1,25,1,0,0,2,3,1,2,10,28.33,4,2,1,4,5
25847,3,2.38,1,4,70,1.0,5.7,2,4,2019,1,1,1,22,0,1,0,1,3,2,1,9,20.85,1,1,1,3,8
21568,4,1.98,0,10,67,2.0,5.37,2,69,2019,2,2,1,22,1,1,1,1,2,2,2,16,27.18,1,0,1,3,8
28094,2,2.42,0,10,70,1.0,3.33,1,63,2019,2,2,1,23,0,0,0,1,3,2,2,0,23.11,1,2,1,1,6
18750,3,2.52,1,10,75,1.0,4.71,2,14,2018,1,1,1,24,0,0,1,1,3,1,2,30,24.13,1,3,1,4,7
5042,4,2.95,0,10,72,1.0,3.14,1,45,2017,1,2,1,22,0,1,0,1,3,0,2,13,30.56,2,1,1,3,7
3232,3,0.54,1,3,72,2.0,6.64,2,68,2017,1,2,1,22,1,0,1,0,2,2,3,2,30.74,2,2,1,3,7
22102,5,2.43,0,10,70,2.0,5.68,1,75,2019,3,2,1,24,1,0,1,1,2,1,2,21,21.12,2,1,1,2,8
2368,4,2.26,0,3,72,1.0,2.96,1,69,2017,2,2,1,29,0,0,1,2,3,2,1,7,29.27,3,0,1,2,7
13844,2,3.07,0,5,71,2.0,4.26,1,70,2018,1,2,1,32,1,2,1,1,3,1,2,3,28.81,2,1,1,1,5
956,4,1.7,1,1,66,1.0,2.68,1,1,2017,1,2,1,27,0,1,1,0,3,0,3,10,22.48,1,1,1,2,8
7317,2,2.99,1,1,73,1.0,5.45,1,77,2017,1,3,1,23,0,0,0,1,2,1,2,10,20.04,2,3,1,2,8
9325,4,3.64,1,5,69,1.0,4.05,1,50,2017,2,2,2,28,0,1,0,1,2,0,2,24,22.51,2,2,1,4,8
24800,3,2.61,1,8,71,2.0,3.93,1,53,2019,2,2,2,21,0,0,1,1,2,2,2,31,28.16,2,2,1,4,8
10407,3,2.83,0,10,72,2.0,2.65,1,58,2017,2,2,2,22,0,0,0,1,2,1,3,3,24.58,1,3,1,2,7
978,4,2.91,1,1,66,1.0,3.25,2,12,2017,1,2,1,27,0,1,0,0,2,0,3,26,23.13,3,2,1,4,8
26304,2,2.3,1,2,73,2.0,5.27,1,82,2019,1,2,3,25,1,0,0,2,3,3,2,7,26.68,2,1,1,2,7
12514,3,3.14,0,2,70,2.0,4.62,1,21,2018,1,2,1,29,1,0,1,2,2,3,1,35,28.49,2,1,1,3,7
16379,3,1.83,1,3,66,2.0,3.61,1,3,2018,1,3,1,23,0,0,0,1,2,1,1,0,23.01,1,2,1,1,8
23302,4,3.07,1,6,68,2.0,4.99,1,55,2019,2,2,3,27,1,0,0,1,2,2,2,7,31.92,2,1,1,2,7
23312,4,2.03,1,2,68,2.0,5.19,2,87,2019,2,2,3,27,1,1,1,1,2,1,2,10,22.31,2,1,1,3,7
4458,4,2.81,0,10,71,1.0,3.68,3,74,2017,2,2,1,27,0,0,1,1,2,1,3,0,24.04,1,2,1,1,7
10775,3,2.96,0,7,70,1.0,4.88,1,85,2017,1,2,1,22,0,0,1,1,3,1,2,7,22.02,2,2,1,2,6
7290,4,3.6,1,20,72,2.0,4.99,1,79,2017,1,2,1,30,0,1,0,1,3,0,2,17,27.36,1,1,1,2,6
7624,3,2.86,1,10,68,1.0,3.21,3,50,2017,2,2,3,25,1,0,1,1,2,2,2,3,26.15,1,2,1,2,7
9236,3,2.41,1,8,71,1.0,3.19,1,8,2017,1,2,4,26,0,0,0,2,2,1,2,38,28.23,1,3,1,4,9
28156,3,3.34,1,10,71,1.0,4.89,2,38,2019,1,0,1,23,0,1,0,0,4,1,3,34,31.72,1,2,1,4,7
8880,4,0.79,1,3,73,2.0,5.1,1,83,2017,1,2,1,25,0,1,1,1,2,0,3,7,30.63,2,2,1,1,8
6651,3,3.49,0,7,71,2.0,4.84,1,92,2017,2,3,1,22,0,0,0,1,2,1,2,6,26.74,2,2,1,4,6
1230,5,3.82,1,10,68,1.0,4.36,1,75,2017,2,2,4,25,0,2,0,1,2,0,2,31,32.37,1,0,1,3,8
7012,3,2.08,1,4,71,1.0,5.32,1,69,2017,1,2,1,22,0,0,1,0,3,1,3,3,33.78,2,2,1,3,6
13673,6,4.36,1,1,72,1.0,4.01,2,1,2018,2,3,2,31,0,1,0,2,0,0,2,0,29.26,1,1,1,1,10
7185,5,2.82,1,2,70,1.0,4.22,3,2,2017,2,1,1,27,0,0,0,1,0,1,2,0,28.89,2,4,1,1,11
5462,4,3.99,0,10,70,2.0,6.17,2,60,2017,1,2,1,23,1,0,1,2,2,1,1,3,28.34,1,2,1,1,7
7309,2,3.73,1,1,73,1.0,5.37,1,10,2017,1,3,1,23,0,0,1,1,2,1,2,0,25.97,2,3,1,1,6
18162,3,3.64,0,1,68,1.0,4.21,1,46,2018,2,2,1,24,0,0,1,1,2,2,1,0,30.32,3,2,1,2,8
17909,1,1.91,0,10,73,2.0,5.08,1,47,2018,1,3,1,26,0,1,1,1,3,2,2,0,32.03,1,1,1,1,6
27714,4,1.55,0,1,73,2.0,4.03,1,1,2019,1,2,1,27,0,0,0,1,3,1,2,3,25.99,2,1,1,4,8
26296,4,3.51,0,1,73,1.0,4.32,2,50,2019,1,1,3,26,1,1,0,2,3,1,1,7,24.84,2,1,1,1,8
23191,3,1.57,1,1,71,2.0,2.46,1,55,2019,1,2,1,23,1,0,1,0,4,1,3,6,30.77,2,1,1,3,5
24722,3,2.64,0,10,69,1.0,4.11,2,41,2019,1,1,1,26,1,1,0,1,3,2,1,24,23.84,1,1,1,4,7
11270,2,3.19,0,1,74,1.0,4.65,2,24,2018,2,3,1,27,1,0,0,2,2,2,2,14,30.08,3,2,1,2,8
27132,4,2.12,1,1,71,1.0,3.92,2,67,2019,1,1,1,22,0,0,0,1,3,1,2,17,24.24,3,2,1,3,7
19390,3,5.07,0,1,72,1.0,4.61,2,37,2018,1,2,1,22,1,0,1,1,2,2,2,21,28.12,3,2,1,3,8
859,2,2.95,1,5,73,1.0,5.17,2,17,2017,2,3,2,32,1,0,0,1,2,1,2,3,26.07,2,3,1,2,7
9974,4,3.73,0,1,73,2.0,3.67,2,66,2017,2,2,1,24,0,1,0,1,2,0,2,7,31.04,2,2,1,3,7
3178,2,2.37,1,10,73,1.0,2.53,1,35,2017,2,3,4,21,1,0,1,1,3,2,2,0,23.03,1,1,1,2,7
3318,2,1.59,0,1,72,1.0,2.59,1,40,2017,2,2,3,24,1,1,0,1,3,2,1,17,28.95,2,1,1,3,7
21448,2,4.41,0,10,71,1.0,4.28,1,57,2019,1,1,4,31,0,1,0,1,4,2,1,13,29.18,1,1,1,4,5
4518,4,3.52,0,10,68,2.0,4.92,0,41,2017,2,2,1,25,1,0,1,1,2,1,2,17,31.93,1,2,1,3,7
5701,2,2.56,1,1,72,1.0,3.87,1,1,2017,3,3,1,22,1,0,0,1,2,1,3,10,23.96,1,3,1,4,7
12217,2,2.21,0,1,72,1.0,4.66,1,31,2018,2,2,2,21,1,0,0,0,3,2,3,20,31.93,3,2,1,4,7
9564,2,1.98,1,1,68,1.0,4.48,1,36,2017,1,3,1,24,1,0,1,1,2,3,2,0,31.39,2,1,1,2,7
5084,1,1.98,0,1,73,1.0,3.66,1,23,2017,2,4,2,25,0,0,0,1,2,2,3,9,22.81,3,2,1,2,7
4377,3,3.06,1,10,72,2.0,4.48,2,60,2017,1,1,1,27,1,0,1,1,3,2,2,3,30.3,2,2,1,2,8
24574,3,2.57,1,1,71,1.0,3.39,1,3,2019,2,2,1,25,1,1,1,1,3,1,2,18,23.26,3,1,1,4,7
6278,4,3.38,1,10,70,1.0,3.98,2,32,2017,1,2,1,30,0,0,0,1,2,1,2,3,23.17,2,2,1,2,8
20042,4,1.47,0,8,73,1.0,5.74,1,61,2018,1,2,1,33,1,0,1,3,3,1,0,6,32.02,2,1,1,2,6
28494,3,2.55,0,3,69,1.0,3.43,1,71,2019,1,2,1,29,0,0,0,1,3,0,1,6,24.26,2,3,1,3,7
8944,2,1.9,1,1,73,1.0,3.25,1,63,2017,1,2,1,23,0,0,0,2,3,1,1,27,29.74,2,3,1,4,7
3289,2,2.27,1,3,71,2.0,4.07,1,70,2017,1,2,1,21,1,0,1,1,3,2,2,23,29.62,2,2,1,4,6
20022,2,1.33,0,10,70,1.0,5.04,1,39,2018,1,2,1,23,0,1,1,2,3,2,1,9,26.08,1,1,1,4,7
14834,3,3.77,1,2,72,1.0,4.15,1,2,2018,1,2,1,23,0,0,0,1,3,1,2,10,30.69,2,2,1,2,8
16126,3,2.42,0,1,74,2.0,7.48,3,66,2018,1,2,1,27,0,1,1,1,2,3,2,0,13.26,3,0,1,1,6
20705,3,2.98,1,6,71,1.0,4.07,1,9,2018,2,2,1,30,0,1,1,0,2,2,2,21,22.75,2,1,1,3,7
14599,4,2.01,0,5,73,2.0,4.26,1,31,2018,1,1,1,23,0,0,0,2,4,1,2,0,24.31,4,1,1,4,6
2078,3,2.55,1,1,73,1.0,4.58,2,71,2017,2,2,3,24,0,0,1,1,2,2,2,10,27.84,2,2,1,3,7
23123,4,1.6,1,6,71,2.0,6.38,1,71,2019,1,2,1,24,1,1,0,2,2,1,1,0,25.1,2,1,1,1,7
16394,4,3.11,0,1,71,1.0,3.73,1,18,2018,1,2,1,21,1,1,0,2,3,0,1,26,29.36,2,1,1,2,6
12387,2,3.59,1,10,71,1.0,3.64,1,51,2018,1,2,1,22,1,0,1,2,3,2,1,0,25.38,1,2,1,1,6
20777,3,2.03,0,1,72,1.0,4.63,2,88,2018,2,1,4,28,1,0,1,1,2,3,2,10,27.13,3,2,1,2,8
20527,3,3.33,1,2,70,1.0,4.67,1,8,2018,2,3,3,23,0,0,1,2,3,1,1,7,26.3,3,1,1,2,6
16226,4,6.38,1,5,70,1.0,3.82,1,43,2018,2,2,2,23,0,0,1,1,2,0,1,7,24.82,1,3,1,1,8
26263,4,1.18,1,8,73,1.0,5.63,1,74,2019,1,0,1,24,1,0,1,1,4,0,2,0,24.38,2,3,1,1,7
17815,3,3.42,0,1,71,1.0,5.39,2,1,2018,2,2,1,23,0,1,1,1,1,2,2,13,31.79,3,2,1,4,9
20874,3,3.17,0,2,72,1.0,4.24,2,67,2018,2,2,2,24,0,0,0,1,2,2,1,3,30.16,3,2,1,3,7
22279,4,2.81,0,1,71,1.0,3.38,1,66,2019,1,2,1,25,1,0,1,1,3,1,3,7,24.96,2,1,1,2,6
11035,2,2.81,1,1,72,1.0,3.48,2,1,2018,1,2,1,25,1,0,1,1,3,2,2,3,24.43,2,2,1,3,8
22919,3,2.26,1,2,70,2.0,6.14,1,2,2019,2,2,1,29,0,0,0,1,3,3,2,23,33.9,3,0,1,3,7
12006,2,2.88,1,10,73,1.0,4.39,1,63,2018,1,2,1,33,1,0,1,1,3,2,2,6,25.33,1,2,1,3,6
23730,4,2.5,0,2,70,1.0,4.74,1,87,2019,1,2,1,24,1,1,1,1,3,1,2,7,22.58,3,0,1,2,7
19385,1,2.42,1,2,71,1.0,4.24,1,2,2018,1,3,1,26,0,1,0,1,3,2,1,14,23.64,2,1,1,3,5
18820,3,2.95,1,2,66,1.0,5.09,1,33,2018,1,2,1,23,0,0,1,1,3,0,1,8,26.1,3,3,1,3,6
24377,2,4.91,0,3,69,1.0,3.35,1,3,2019,2,2,2,24,0,0,0,1,3,2,2,0,28.69,2,2,1,1,6
11881,3,1.64,0,10,71,1.0,1.81,1,52,2018,1,3,1,23,0,0,0,1,3,1,2,30,22.86,1,1,1,4,6
23022,4,3.56,1,1,71,1.0,4.72,1,41,2019,1,2,1,25,0,0,0,1,3,0,2,0,25.09,4,2,1,1,7
846,3,0.96,1,2,71,1.0,3.34,1,2,2017,1,2,1,22,0,0,1,0,2,2,2,20,23.8,1,2,1,4,7
23052,4,2.78,1,3,71,2.0,4.88,1,17,2019,1,2,1,22,0,0,0,1,3,0,2,28,28.88,2,2,1,4,6
9297,2,2.69,0,2,70,2.0,3.18,2,2,2017,2,3,2,29,1,0,1,1,0,2,2,10,22.53,3,4,1,2,11
17459,4,3.29,1,3,72,1.0,3.87,1,4,2018,2,2,2,31,0,0,1,2,3,1,1,0,30.64,2,1,1,2,6
18128,4,2.35,1,2,69,1.0,5.1,1,65,2018,2,2,4,23,0,0,1,1,3,1,2,10,21.3,2,1,1,2,7
14483,3,2.04,0,10,73,2.0,5.29,1,66,2018,1,2,1,24,0,1,0,2,3,2,1,3,27.2,1,0,1,2,6
17633,2,2.67,0,1,72,1.0,5.03,2,1,2018,2,3,1,23,1,0,1,1,0,2,3,14,30.41,3,4,1,2,11
14903,2,2.69,1,6,72,2.0,3.53,1,62,2018,2,2,3,22,0,0,0,1,3,2,3,31,22.56,2,2,1,4,7
19263,2,3.52,1,1,75,1.0,4.46,1,51,2018,2,2,2,26,0,0,1,1,3,2,2,3,26.51,2,2,1,2,7
13434,2,2.85,1,10,72,2.0,4.23,2,64,2018,1,2,1,22,0,0,1,2,2,3,1,0,31.77,1,2,1,1,7
5504,4,2.94,1,10,72,2.0,3.41,1,77,2017,1,2,1,27,1,0,0,1,2,0,2,0,21.74,1,3,1,1,8
17428,3,2.69,1,5,71,1.0,5.83,1,25,2018,1,2,1,25,0,1,1,2,3,1,1,13,25.86,2,1,1,1,7
28491,3,1.94,0,8,73,1.0,4.6,3,22,2019,1,2,1,24,0,0,0,1,3,0,1,6,24.68,2,3,1,3,8
5844,3,1.63,0,1,69,2.0,3.11,2,56,2017,2,2,2,24,0,0,0,0,2,1,2,3,30.3,4,3,1,1,7
19976,3,2.29,0,10,70,1.0,4.13,2,61,2018,1,2,1,24,0,0,0,1,3,0,2,13,30.16,2,3,1,3,6
11043,3,1.69,0,9,73,2.0,5.7,2,9,2018,1,2,1,25,1,0,1,1,2,2,2,10,32.44,1,2,1,4,7
21081,3,3.51,1,7,75,1.0,4.21,2,75,2018,1,2,1,25,1,0,1,1,2,1,2,0,28.38,2,3,1,1,8
5773,3,2.66,0,10,70,1.0,4.65,1,29,2017,2,2,1,22,0,0,1,1,2,2,1,3,27.03,1,2,1,3,7
7523,2,2.98,1,8,70,0.0,3.51,1,8,2017,1,2,1,23,0,0,1,2,3,2,1,7,28.56,1,2,1,2,6
9254,3,2.71,1,1,75,1.0,3.33,2,1,2017,2,2,2,27,0,0,0,0,0,2,4,0,29.44,2,3,1,1,10
3749,2,3.35,0,6,73,1.0,3.11,2,51,2017,1,2,1,25,0,1,0,2,2,3,2,3,30.17,2,1,1,2,7
14780,4,3.82,0,2,69,1.0,3.98,1,31,2018,1,2,1,28,0,0,0,1,3,1,2,0,30.76,4,1,1,1,6
23890,4,1.75,1,6,71,1.0,3.13,2,79,2019,2,2,1,25,0,0,1,1,2,0,2,14,30.27,2,3,1,2,7
24716,2,3.45,0,10,72,2.0,4.23,1,46,2019,1,1,1,29,1,0,1,1,4,2,1,24,28.99,1,2,1,3,6
8967,3,3.27,0,10,68,2.0,4.48,1,53,2017,2,2,3,26,1,0,0,2,3,0,1,10,31.81,1,3,1,2,7
1054,3,2.78,1,4,68,1.0,4.84,1,78,2017,1,3,1,24,0,0,0,1,2,3,2,21,30.54,2,0,1,3,7
4439,2,2.92,0,3,68,1.0,3.52,1,42,2017,1,2,1,26,1,1,0,1,3,2,3,14,24.56,3,1,1,4,7
19380,1,5.14,0,10,70,1.0,1.31,1,81,2018,1,2,1,24,1,1,0,1,3,3,2,14,32.47,2,1,1,2,6
17849,2,2.92,0,5,72,1.0,4.76,2,70,2018,1,2,1,24,0,0,1,1,3,2,2,14,26.48,2,2,1,3,7
7974,3,3.28,0,4,71,1.0,5.37,1,43,2017,2,2,1,22,0,0,0,1,3,3,2,14,16.5,3,0,1,2,6
20033,4,3.56,1,2,75,2.0,4.86,3,7,2018,1,3,1,24,1,1,1,1,1,2,2,0,31.05,2,0,1,1,10
4365,2,3.61,1,10,72,1.0,5.08,1,77,2017,1,1,1,27,1,0,0,1,4,3,2,0,31.45,1,1,1,1,6
2759,3,3.16,1,10,69,1.0,3.81,2,75,2017,2,2,2,24,0,0,0,2,2,2,1,0,24.53,1,2,1,1,7
22440,3,4.54,0,3,70,1.0,3.56,1,50,2019,1,2,1,22,1,1,1,1,3,2,2,3,22.45,3,0,1,1,6
14645,4,2.46,1,1,71,1.0,5.29,2,66,2018,2,2,1,23,0,1,0,1,1,1,2,40,32.13,3,2,1,4,8
15982,2,2.96,0,1,71,1.0,3.23,1,1,2018,1,2,1,23,0,0,1,1,3,2,1,9,31.14,1,2,1,2,6
25503,2,1.78,1,7,75,2.0,6.15,1,11,2019,1,1,1,25,0,1,1,1,4,2,2,16,25.33,2,1,1,4,6
15594,2,2.73,1,10,73,1.0,3.53,1,45,2018,1,1,1,23,0,0,1,1,4,2,2,16,24.98,1,2,1,3,6
10877,3,3.49,1,3,67,1.0,3.89,1,27,2017,1,1,1,25,1,0,0,2,4,1,1,10,31.44,2,2,1,4,6
19107,4,2.9,0,4,72,1.0,5.42,2,58,2018,1,2,1,21,0,1,1,1,2,2,2,0,20.9,2,0,1,2,8
1969,4,3.0,1,10,72,1.0,3.52,1,51,2017,3,2,1,24,0,1,1,1,3,0,4,0,21.09,1,1,1,1,6
8099,3,3.57,1,10,68,1.0,3.54,1,45,2017,1,1,3,26,1,0,1,1,3,2,2,0,29.01,1,2,1,2,7
26958,2,3.24,0,1,73,1.0,3.36,2,55,2019,2,3,1,24,0,0,0,2,1,2,1,0,29.36,2,3,1,1,7
19132,3,4.32,1,6,70,2.0,3.62,2,29,2018,1,2,1,23,0,0,1,1,2,2,2,0,24.1,2,2,1,1,7
16259,5,1.59,1,8,70,1.0,5.79,1,8,2018,2,1,1,26,0,1,0,2,4,0,1,0,34.94,1,0,1,1,6
14885,3,3.77,1,10,69,1.0,4.12,1,32,2018,2,2,3,21,0,0,1,1,3,2,3,21,22.23,2,1,1,2,4
2927,2,2.74,1,2,70,1.0,4.28,3,53,2017,2,3,1,28,1,1,1,1,3,1,2,22,30.18,3,1,1,4,6
24483,2,2.35,1,10,73,1.0,6.06,1,83,2019,1,2,1,26,0,0,0,2,3,2,1,28,27.2,1,2,1,3,8
2183,4,3.45,1,10,70,2.0,4.05,2,75,2017,2,1,2,28,0,0,1,1,2,1,2,10,26.13,1,3,1,2,8
2346,2,3.12,1,8,68,1.0,3.35,1,8,2017,2,1,1,27,1,0,1,1,4,2,2,16,28.81,1,2,1,4,7
27055,2,1.89,0,10,68,2.0,6.0,1,41,2019,2,2,2,27,0,0,0,1,3,2,2,0,30.27,1,2,1,1,6
9434,2,3.32,0,1,73,1.0,4.84,1,1,2017,2,2,1,23,0,0,0,1,3,2,2,0,24.37,1,2,1,2,7
5134,2,3.22,1,6,71,1.0,2.4,2,62,2017,1,3,1,22,0,1,1,1,3,2,1,17,21.26,2,0,1,2,6
18678,4,3.18,1,4,74,1.0,4.91,1,32,2018,1,2,1,22,0,1,1,1,3,1,2,0,26.18,2,0,1,1,7
10711,5,1.33,0,10,72,2.0,2.5,2,19,2017,1,2,1,22,0,0,1,2,1,1,1,0,26.97,1,2,1,4,9
19516,3,5.27,0,1,69,2.0,4.53,1,12,2018,2,2,3,22,1,0,1,1,3,2,3,40,24.53,3,1,1,4,6
15157,3,4.6,1,6,73,1.0,4.95,2,29,2018,1,2,1,33,0,0,0,1,2,3,2,10,25.16,2,1,1,4,6
19678,2,6.3,0,16,72,2.0,2.71,1,56,2018,2,2,3,23,1,0,0,1,3,1,2,7,32.08,2,3,1,1,6
25432,4,2.68,0,1,71,2.0,4.73,2,62,2019,1,2,1,24,0,1,0,2,2,2,1,0,22.38,2,0,1,2,8
14701,3,2.82,1,4,69,1.0,5.0,1,69,2018,1,2,3,22,1,1,1,2,2,3,0,3,23.82,2,0,1,2,7
8915,2,2.76,1,1,73,1.0,2.3,1,46,2017,1,2,1,23,0,0,0,2,3,1,1,0,30.45,2,3,1,1,7
27215,3,2.89,1,10,72,1.0,4.17,1,63,2019,2,0,3,23,1,0,0,1,6,1,3,0,30.52,1,1,1,3,5
9140,2,3.33,0,10,69,1.0,3.37,1,58,2017,1,2,1,23,1,0,1,1,3,2,2,10,25.37,2,2,1,2,6
240,3,3.86,0,10,72,2.0,4.69,1,72,2017,2,2,4,22,0,0,1,1,2,1,2,0,22.25,1,3,1,1,7
15827,2,1.91,0,10,69,1.0,4.84,1,75,2018,1,1,1,29,1,0,1,1,4,2,2,14,24.17,2,2,1,2,6
11293,3,2.55,0,1,74,1.0,5.66,2,1,2018,2,3,1,27,1,0,1,1,2,1,2,24,32.66,2,2,1,3,8
15994,2,1.6,0,10,71,1.0,2.63,1,75,2018,1,2,1,23,0,0,0,1,3,2,1,21,24.21,1,2,1,4,6
4685,3,3.41,1,7,71,1.0,4.41,1,34,2017,2,2,1,29,1,0,0,1,3,0,2,0,25.75,2,3,1,2,7
1532,2,2.36,0,1,68,1.0,5.82,2,55,2017,2,2,2,25,0,0,0,1,2,2,2,3,28.65,2,2,1,2,8
16578,2,3.22,0,1,73,1.0,4.26,2,20,2018,1,2,1,26,1,0,1,1,2,3,2,7,30.39,3,2,1,1,7
5350,2,2.4,1,10,70,1.0,2.94,1,58,2017,2,2,2,22,0,0,0,1,3,2,2,30,28.84,3,2,1,4,5
19919,3,2.85,0,10,71,2.0,4.84,1,75,2018,1,3,1,23,1,0,1,1,3,1,2,14,27.44,1,1,1,3,5
15568,4,3.14,0,10,71,1.0,4.17,1,56,2018,1,2,1,22,0,1,1,0,3,0,3,0,30.96,1,1,1,1,6
24273,2,1.38,1,1,75,1.0,6.78,1,66,2019,1,2,1,25,1,0,1,1,3,2,2,7,33.02,3,2,1,4,7
26970,2,2.58,0,2,70,1.0,3.84,2,48,2019,2,3,1,22,0,0,0,2,1,1,1,10,23.09,2,4,1,4,8
24526,3,2.16,0,10,72,2.0,5.31,1,78,2019,2,2,1,23,1,0,1,1,3,1,2,21,32.6,1,2,1,3,7
13035,2,3.23,0,8,71,1.0,5.91,1,8,2018,2,2,2,21,1,0,1,2,4,3,1,20,26.76,1,1,1,4,7
24376,3,2.78,0,8,69,1.0,5.73,2,24,2019,2,2,2,24,0,0,0,1,2,2,2,0,26.04,2,2,1,1,7
18434,3,3.97,1,1,73,2.0,4.66,2,1,2018,1,2,1,23,0,1,0,1,2,2,2,0,28.6,1,1,1,1,7
21332,4,1.54,0,1,69,2.0,6.86,2,61,2019,1,2,1,24,0,1,1,1,2,1,2,3,32.87,2,1,1,3,7
2893,4,2.41,0,1,73,1.0,4.11,3,14,2017,2,2,1,24,1,0,0,1,2,1,2,9,30.58,3,2,1,2,8
597,2,3.32,1,2,71,1.0,3.77,1,18,2017,1,2,1,30,0,1,0,1,3,2,2,7,30.57,2,1,1,2,6
8366,3,2.39,1,1,70,1.0,2.95,3,66,2017,1,2,1,30,0,1,0,1,2,2,2,14,29.44,2,1,1,2,8
6238,4,3.68,0,2,70,2.0,5.12,1,40,2017,1,2,1,27,0,2,0,1,2,1,2,9,32.89,2,0,1,2,7
15876,4,2.5,0,10,73,2.0,3.83,1,35,2018,1,2,1,23,0,0,1,1,3,1,2,3,29.2,1,1,1,2,6
5764,3,4.04,0,10,70,2.0,4.57,2,24,2017,2,2,1,22,0,0,1,1,2,2,1,3,32.68,1,2,1,3,8
553,2,4.35,1,10,70,1.0,6.22,2,30,2017,2,3,2,22,0,0,1,0,2,2,2,16,27.98,2,2,1,3,6
16682,4,2.85,0,10,73,1.0,4.68,2,42,2018,1,1,1,33,0,0,1,1,3,1,2,0,22.45,1,2,1,1,7
8072,1,2.66,0,1,71,1.0,3.49,1,66,2017,1,3,1,24,1,1,1,0,3,2,2,16,25.01,3,1,1,3,7
26361,4,1.5,1,1,72,1.0,4.93,1,37,2019,1,3,1,24,1,0,1,1,2,1,1,3,23.23,3,1,1,4,6
3797,5,1.94,0,1,73,1.0,5.08,2,1,2017,1,2,1,24,1,0,1,1,0,1,3,7,24.87,4,3,1,2,11
9683,6,3.2,0,2,75,2.0,3.63,2,60,2017,3,2,1,27,0,1,0,0,2,0,2,0,27.18,2,0,1,1,8
6535,4,3.61,1,8,75,1.0,4.84,3,8,2017,2,2,2,27,1,0,1,0,1,1,3,0,24.56,2,3,1,2,9
17216,4,2.54,0,4,70,2.0,4.7,1,81,2018,1,2,1,27,0,0,0,2,3,2,0,7,31.02,2,0,1,3,7
14811,3,3.25,0,2,70,1.0,4.02,1,2,2018,1,2,1,23,1,0,1,2,4,0,1,17,24.43,3,2,1,4,7
18351,2,3.19,1,6,71,1.0,4.62,1,29,2018,1,2,1,28,0,0,0,2,3,2,1,0,30.35,2,2,1,1,6
2199,2,3.11,0,10,73,1.0,5.23,1,47,2017,2,1,2,23,1,0,0,1,4,3,2,24,32.71,1,1,1,3,6
18414,4,2.12,1,7,72,1.0,5.38,2,58,2018,2,2,1,21,1,1,1,1,2,0,2,10,20.17,2,2,1,3,6
24328,4,3.18,0,4,72,1.0,4.73,2,10,2019,1,1,1,23,0,1,1,1,3,1,2,0,21.99,2,1,1,1,7
8902,3,1.44,0,1,72,1.0,3.34,3,1,2017,1,2,1,26,1,1,0,2,2,2,1,20,28.79,1,1,1,3,8
